SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR24-02273203,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,12/18/2024 14:53,12/18/2024 14:59,,11534 S FRONT AVE,Chicago,Illinois,60628,11534,S,FRONT,AVE,FALSE,FALSE,,,53,9,,R050,3,5,532,28,,14,4,12,1181042.403,1828436.8,41.684481,-87.6128895,"(41.68448100093975, -87.6128895000019)"
SR24-02151303,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,11/25/2024 11:27,11/25/2024 11:27,,11538 S LAFLIN ST,Chicago,Illinois,60643,11538,S,LAFLIN,ST,FALSE,FALSE,,,53,21,,M050,2,5,524,7,,11,2,11,1168328.699,1828042.024,41.68368,-87.659442,"(41.68368000093974, -87.6594420000019)"
SR24-01696330,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/8/2024 8:24,9/8/2024 8:24,,11539 S PRINCETON AVE,Chicago,Illinois,60628,11539,S,PRINCETON,AVE,FALSE,FALSE,,,53,9,,P050,2,5,522,11,,8,1,9,1176426.843,1828241.229,41.684049,-87.6297915,"(41.68404900093975, -87.6297915000019)"
SR25-00252136,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/16/2025 13:01,2/16/2025 13:01,,11542 S RACINE AVE,Chicago,Illinois,60643,11542,S,RACINE,AVE,FALSE,FALSE,,,53,21,,M050,2,5,524,1,,13,1,2,1170324.852,1828067.562,41.683707,-87.652134,"(41.68370700093973, -87.65213400000191)"
SR24-02160002,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,11/26/2024 16:27,11/26/2024 16:27,,11547 S ELIZABETH ST,Chicago,Illinois,60643,11547,S,ELIZABETH,ST,FALSE,FALSE,,,53,21,,M050,2,5,524,1,,16,3,11,1170154.433,1828010.46,41.683554,-87.6527595,"(41.683554000939765, -87.65275950000192)"
SR24-01538188,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,8/13/2024 14:45,8/13/2024 14:45,,11551 S ELIZABETH ST,Chicago,Illinois,60643,11551,S,ELIZABETH,ST,FALSE,FALSE,,,53,21,,M050,2,5,524,1,,14,3,8,1170157.125,1827980.964,41.683473,-87.6527505,"(41.683473000939756, -87.65275050000191)"
SR25-00062912,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/13/2025 9:16,1/13/2025 9:16,,11562 S STATE ST,Chicago,Illinois,60628,11562,S,STATE,ST,FALSE,FALSE,,,53,9,,P050,2,5,522,9,,9,2,1,1178250.14,1828059.407,41.683509,-87.6231225,"(41.68350900093977, -87.62312250000191)"
SR24-02260756,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,12/16/2024 15:17,12/18/2024 14:28,,11567 S STATE ST,Chicago,Illinois,60628,11567,S,STATE,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,31,,15,2,12,1178402.833,1828027.869,41.683419,-87.6225645,"(41.68341900093976, -87.62256450000191)"
SR24-02241440,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,12/12/2024 14:42,12/12/2024 14:42,,11569 S STATE ST,,,,11569,S,STATE,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,31,,14,5,12,1178409.168,1828004.963,41.683356,-87.622542,"(41.68335600093974, -87.62254200000191)"
SR24-02250635,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/14/2024 13:08,12/14/2024 13:08,,11571 S STATE ST,Chicago,Illinois,60628,11571,S,STATE,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,31,,13,7,12,1178406.926,1827978.707,41.683284,-87.622551,"(41.68328400093976, -87.6225510000019)"
SR25-00354159,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/6/2025 10:40,3/6/2025 10:40,,11610 S WESTERN AVE,,,,11610,S,WESTERN,AVE,FALSE,FALSE,,,75,19,,J050,1,22,2212,47,,10,5,3,1162375.567,1827520.66,41.682375,-87.681249,"(41.68237500093974, -87.6812490000019)"
SR24-01706852,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/10/2024 1:28,9/10/2024 1:28,,11616 S STEWART AVE,Chicago,Illinois,60628,11616,S,STEWART,AVE,FALSE,FALSE,,,53,21,,O050,2,5,522,11,,1,3,9,1175631.464,1827791.988,41.682834,-87.6327165,"(41.68283400093974, -87.63271650000192)"
SR24-01964805,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/23/2024 10:12,10/23/2024 10:12,,11620 S HARVARD AVE,Chicago,Illinois,60628,11620,S,HARVARD,AVE,FALSE,FALSE,,,53,21,,P050,2,5,522,11,,10,4,10,1175961.163,1827761.874,41.682744,-87.6315105,"(41.68274400093977, -87.63151050000191)"
SR24-02019823,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,11/1/2024 11:48,11/1/2024 11:48,,1167 W 18TH ST,,,,1167,W,18TH,ST,FALSE,FALSE,,,31,25,,N026,3,12,1235,28,,11,6,11,1168818.623,1891469.31,41.857722,-87.6558195,"(41.85772200094038, -87.6558195000019)"
SR24-01965790,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,10/23/2024 11:52,10/23/2024 11:52,,11712 S EGGLESTON AVE,Chicago,Illinois,60628,11712,S,EGGLESTON,AVE,FALSE,FALSE,,,53,21,,O050,2,5,522,14,,11,4,10,1175346.4,1827169.809,41.681133,-87.6337785,"(41.681133000939745, -87.63377850000192)"
SR25-00043672,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/9/2025 11:04,1/9/2025 11:04,,11732 S LA SALLE ST,Chicago,Illinois,60628,11732,S,LA SALLE,ST,FALSE,FALSE,,,53,9,,P050,2,5,522,9,,11,5,1,1177302.315,1827015.227,41.680665,-87.6266235,"(41.68066500093973, -87.62662350000191)"
SR24-01815375,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/27/2024 14:16,9/27/2024 14:16,,11745 S UNION AVE,Chicago,Illinois,60628,11745,S,UNION,AVE,FALSE,FALSE,,,53,21,,O050,2,5,524,33,,14,6,9,1173659.013,1826956.107,41.680584,-87.6399615,"(41.68058400093975, -87.63996150000192)"
SR24-01730076,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/13/2024 11:03,9/13/2024 11:04,,11749 S UNION AVE,Chicago,Illinois,60628,11749,S,UNION,AVE,FALSE,FALSE,,,53,21,,O050,2,5,524,33,,11,6,9,1173660.638,1826906.925,41.680449,-87.639957,"(41.68044900093976, -87.63995700000191)"
SR24-01649791,Vacant/Abandoned Building Complaint,BBK,Streets and Sanitation,DOB - Buildings,Open,Phone Call,8/30/2024 14:42,8/30/2024 14:42,,11761 S VINCENNES AVE,Chicago,Illinois,60643,11761,S,VINCENNES,AVE,FALSE,FALSE,,,75,21,,L050,3,22,2234,19,,14,6,8,1165408.9,1826638.624,41.679891,-87.67017,"(41.67989100093972, -87.67017000000192)"
SR25-00393842,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/12/2025 11:16,3/12/2025 11:16,,11800 S VINCENNES AVE,Chicago,Illinois,60643,11800,S,VINCENNES,AVE,FALSE,FALSE,,,75,19,,L050,1,22,2212,17,,11,4,3,1165220.045,1826578.138,41.679729,-87.670863,"(41.67972900093972, -87.6708630000019)"
SR25-00390008,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/11/2025 18:17,3/11/2025 18:18,,11810 S VINCENNES AVE,,,,11810,S,VINCENNES,AVE,FALSE,FALSE,,,75,19,13,L050,1,22,2212,17,,18,3,3,1165185.026,1826495.877,41.679504,-87.6709935,"(41.67950400093972, -87.67099350000193)"
SR25-00482395,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/26/2025 15:38,3/26/2025 15:38,,11821 S HARVARD AVE,Chicago,Illinois,60628,11821,S,HARVARD,AVE,TRUE,FALSE,,SR25-00413389,53,21,,P050,2,5,522,14,,15,4,3,1176146.649,1826421.99,41.679063,-87.6308715,"(41.67906300093973, -87.63087150000192)"
SR25-00413389,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/14/2025 22:48,3/26/2025 15:38,,11821 S HARVARD AVE,Chicago,Illinois,60628,11821,S,HARVARD,AVE,FALSE,FALSE,,,53,21,,P050,2,5,522,14,,22,6,3,1176146.649,1826421.99,41.679063,-87.6308715,"(41.67906300093973, -87.63087150000192)"
SR25-00279933,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/21/2025 11:13,2/21/2025 11:13,,11824 S LA SALLE ST,Chicago,Illinois,60628,11824,S,LA SALLE,ST,FALSE,FALSE,,,53,9,,P050,2,5,522,9,,11,6,2,1177372.438,1826425.748,41.6790458,-87.62638452,"(41.67904580287739, -87.62638451988092)"
SR24-01648981,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,8/30/2024 13:08,8/30/2024 13:08,,11824 S LOWE AVE,Chicago,Illinois,60628,11824,S,LOWE,AVE,FALSE,FALSE,,,53,21,,O050,2,5,524,33,,13,6,8,1173964.915,1826371.506,41.678973,-87.638859,"(41.67897300093973, -87.63885900000191)"
SR25-00279940,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/21/2025 11:14,2/21/2025 11:14,,11826 S LA SALLE ST,Chicago,Illinois,60628,11826,S,LA SALLE,ST,FALSE,FALSE,,,53,9,,P050,2,5,522,9,,11,6,2,1177313.491,1826402.015,41.678982,-87.626601,"(41.678982000939726, -87.62660100000191)"
SR25-00486238,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/27/2025 9:15,3/27/2025 9:15,,11827 S PERRY AVE,Chicago,Illinois,60628,11827,S,PERRY,AVE,FALSE,FALSE,,,53,9,,P050,2,5,522,9,,9,5,3,1177780.462,1826425.528,41.679036,-87.624891,"(41.67903600093972, -87.62489100000191)"
SR25-00138484,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/27/2025 12:37,1/27/2025 12:37,,11830 S EGGLESTON AVE,Chicago,Illinois,60628,11830,S,EGGLESTON,AVE,FALSE,FALSE,,,53,21,,O050,2,5,522,14,,12,2,1,1175348.406,1826317.104,41.678793,-87.6337965,"(41.67879300093975, -87.63379650000192)"
SR24-01759992,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/18/2024 14:38,9/18/2024 14:39,,11830 S EGGLESTON AVE,Chicago,Illinois,60628,11830,S,EGGLESTON,AVE,FALSE,FALSE,,,53,21,,O050,2,5,522,14,,14,4,9,1175348.406,1826317.104,41.678793,-87.6337965,"(41.67879300093975, -87.63379650000192)"
SR25-00471643,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/25/2025 7:28,3/25/2025 7:28,,11920 S PRAIRIE AVE,Chicago,Illinois,60628,11920,S,PRAIRIE,AVE,FALSE,FALSE,,,53,9,,Q051,3,5,532,28,,7,3,3,1179978.244,1825876.312,41.677479,-87.616863,"(41.67747900093973, -87.61686300000191)"
SR25-00470140,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/24/2025 17:55,3/24/2025 17:55,,11920 S PRAIRIE AVE,Chicago,Illinois,60628,11920,S,PRAIRIE,AVE,FALSE,FALSE,,,53,9,,Q051,3,5,532,28,,17,2,3,1179978.244,1825876.312,41.677479,-87.616863,"(41.67747900093973, -87.61686300000191)"
SR25-00224961,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/11/2025 13:02,2/11/2025 13:02,,11920 S PRAIRIE AVE,Chicago,Illinois,60628,11920,S,PRAIRIE,AVE,FALSE,FALSE,,,53,9,,Q051,3,5,532,28,,13,3,2,1179978.244,1825876.312,41.677479,-87.616863,"(41.67747900093973, -87.61686300000191)"
SR24-02329253,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,12/30/2024 12:30,12/30/2024 12:30,,11952 S STEWART AVE,Chicago,Illinois,60628,11952,S,STEWART,AVE,FALSE,FALSE,,,53,21,,O051,2,5,522,16,,12,2,12,1175704.675,1825441.041,41.676381,-87.6325185,"(41.6763810009397, -87.63251850000191)"
SR24-02238692,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,12/12/2024 8:59,12/12/2024 9:02,,11956 S HARVARD AVE,Chicago,Illinois,60628,11956,S,HARVARD,AVE,FALSE,FALSE,,,53,9,,P051,2,5,522,16,,8,5,12,1176033.231,1825404.36,41.676273,-87.631317,"(41.67627300093971, -87.63131700000191)"
SR25-00261347,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/18/2025 11:35,2/18/2025 11:35,,12 E 100TH PL,Chicago,Illinois,60628,12,E,100TH,PL,FALSE,FALSE,,,49,9,,Q046,1,5,511,2,,11,3,2,1178154.91,1838371.771,41.71180975,-87.62315984,"(41.7118097531831, -87.62315983661652)"
SR25-00190911,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/5/2025 9:42,2/5/2025 9:42,,12 E 116TH ST,Chicago,Illinois,60628,12,E,116TH,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,31,,9,4,2,1178479.79,1827789.086,41.682762,-87.62229,"(41.68276200093972, -87.6222900000019)"
SR25-00186109,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/4/2025 13:28,2/4/2025 13:28,,12 E 116TH ST,Chicago,Illinois,60628,12,E,116TH,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,31,,13,3,2,1178479.79,1827789.086,41.682762,-87.62229,"(41.68276200093972, -87.6222900000019)"
SR25-00158555,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/30/2025 15:12,1/30/2025 15:13,,12017 S INDIANA AVE,Chicago,Illinois,60628,12017,S,INDIANA,AVE,FALSE,FALSE,,,53,9,,Q051,3,5,532,28,,15,5,1,1179818.854,1825232.165,41.675715,-87.617466,"(41.67571500093972, -87.61746600000191)"
SR24-02309644,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,12/26/2024 12:06,12/26/2024 12:06,,12017 S STATE ST,Chicago,Illinois,60628,12017,S,STATE,ST,FALSE,FALSE,,,53,9,,Q051,3,5,532,11,,12,5,12,1178496.281,1825194.977,41.675643,-87.622308,"(41.67564300093973, -87.62230800000192)"
SR25-00243400,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/14/2025 12:48,2/14/2025 12:49,,12055 S STATE ST,Chicago,Illinois,60628,12055,S,STATE,ST,FALSE,FALSE,,,53,9,,Q051,3,5,532,11,,12,6,2,1178553.269,1824844.519,41.67468,-87.62211,"(41.674680000939716, -87.6221100000019)"
SR25-00225276,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/11/2025 13:29,2/11/2025 13:29,,12059 S STATE ST,Chicago,Illinois,60628,12059,S,STATE,ST,TRUE,FALSE,,SR25-00225183,53,9,,Q051,3,5,532,11,,13,3,2,1178446.407,1824792.363,41.6745393,-87.6225027,"(41.67453929663827, -87.62250270430333)"
SR25-00225183,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/11/2025 13:20,2/11/2025 13:29,,12059 S STATE ST,Chicago,Illinois,60628,12059,S,STATE,ST,FALSE,FALSE,,,53,9,,Q051,3,5,532,11,,13,3,2,1178446.407,1824792.363,41.6745393,-87.6225027,"(41.67453929663827, -87.62250270430333)"
SR25-00277236,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/20/2025 19:07,2/20/2025 19:07,,1207 W 108TH ST,Chicago,Illinois,60643,1207,W,108TH,ST,FALSE,FALSE,,,75,21,,M048,3,22,2234,47,,19,5,2,1170152.447,1833084.122,41.697477,-87.65262,"(41.69747700093975, -87.6526200000019)"
SR25-00159094,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/30/2025 16:50,1/30/2025 16:50,,121 E 43RD ST,Chicago,Illinois,60653,121,E,43RD,ST,FALSE,FALSE,,,38,3,,Q032,1,2,215,15,,16,5,1,1178144.961,1876518.249,41.81648812,-87.62204105,"(41.81648812319281, -87.62204104682067)"
SR25-00304812,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/25/2025 20:35,2/25/2025 20:35,,1211 W 109TH ST,,,,1211,W,109TH,ST,FALSE,FALSE,,,75,21,,M048,3,22,2234,47,,20,3,2,1170108.55,1832417.998,41.69565,-87.6528,"(41.695650000939764, -87.65280000000192)"
SR24-02207046,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/6/2024 11:19,12/6/2024 11:19,,12117 S INDIANA AVE,Chicago,Illinois,60628,12117,S,INDIANA,AVE,FALSE,FALSE,,,53,9,,Q051,3,5,532,45,,11,6,12,1179859.326,1824504.407,41.673717,-87.61734,"(41.673717000939725, -87.6173400000019)"
SR25-00223447,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/11/2025 10:05,2/11/2025 10:05,,122 W 112TH ST,Chicago,Illinois,60628,122,W,112TH,ST,FALSE,FALSE,,,49,9,,P049,2,5,522,37,,10,3,2,1177240.919,1830753.585,41.690925,-87.626736,"(41.69092500093975, -87.62673600000191)"
SR25-00219485,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/10/2025 14:52,2/10/2025 14:52,,12217 S LOWE AVE,Chicago,Illinois,60628,12217,S,LOWE,AVE,FALSE,FALSE,,,53,21,,O051,2,5,523,50,,14,2,2,1174268.485,1823792.839,41.67189,-87.637824,"(41.67189000093967, -87.6378240000019)"
SR24-02199023,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/4/2024 20:31,12/4/2024 20:31,,12217 S NORMAL AVE,Chicago,Illinois,60628,12217,S,NORMAL,AVE,FALSE,FALSE,,,53,21,,O051,2,5,523,50,,20,4,12,1175258.178,1823800.848,41.67189,-87.6342015,"(41.67189000093967, -87.63420150000191)"
SR25-00408778,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/14/2025 11:30,3/14/2025 11:30,,12251 S HALSTED ST,,,,12251,S,HALSTED,ST,FALSE,FALSE,,,53,21,,O051,2,5,523,31,,11,6,3,1173296.522,1823414.41,41.670873,-87.6413925,"(41.67087300093971, -87.6413925000019)"
SR25-00305084,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/25/2025 22:01,2/25/2025 22:01,,12300 S NORMAL AVE,Chicago,Illinois,60628,12300,S,NORMAL,AVE,FALSE,FALSE,,,53,9,,O052,2,5,523,3,,22,3,2,1175175.751,1823316.07,41.67056153,-87.63451757,"(41.670561526100975, -87.634517569297)"
SR25-00082583,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/16/2025 11:02,1/16/2025 11:03,,1231 W 107TH PL,,,,1231,W,107TH,PL,FALSE,FALSE,,,75,21,,M048,3,22,2234,47,,11,5,1,1169890.526,1833413.303,41.698386,-87.6535695,"(41.6983860009398, -87.65356950000194)"
SR24-01874475,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,10/7/2024 18:18,10/7/2024 18:18,,1233 N WELLS ST,Chicago,Illinois,60610,1233,N,WELLS,ST,FALSE,FALSE,,,8,2,,P019,2,18,1821,35,,18,2,10,1174603.477,1908682.201,41.904828,-87.634071,"(41.904828000940554, -87.63407100000191)"
SR25-00043893,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/9/2025 11:36,1/9/2025 11:37,,12341 S HALSTED ST,Chicago,Illinois,60628,12341,S,HALSTED,ST,FALSE,FALSE,,,53,9,,O052,2,5,523,31,,11,5,1,1173252.442,1822845.451,41.66931265,-87.64157055,"(41.669312654803555, -87.64157054687658)"
SR24-02002292,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,10/29/2024 15:59,10/29/2024 15:59,,12424 S EGGLESTON AVE,Chicago,Illinois,60628,12424,S,EGGLESTON,AVE,FALSE,FALSE,,,53,9,,O052,2,5,523,3,,15,3,10,1175481.146,1822385.832,41.668002,-87.6334275,"(41.66800200093968, -87.6334275000019)"
SR24-02018819,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/1/2024 9:30,11/1/2024 9:30,,12436 S PARNELL AVE,Chicago,Illinois,60628,12436,S,PARNELL,AVE,FALSE,FALSE,,,53,9,,O052,2,5,523,3,,9,6,11,1174883.603,1822262.522,41.66767691,-87.63561802,"(41.66767691426422, -87.63561802216223)"
SR25-00381327,Vacant/Abandoned Building Complaint,BBK,Streets and Sanitation,DOB - Buildings,Open,Phone Call,3/10/2025 16:50,3/10/2025 16:50,,1244 W 115TH ST,Chicago,Illinois,60643,1244,W,115TH,ST,FALSE,FALSE,,,75,21,,M049,3,22,2234,29,,16,2,3,1169904.012,1828588.987,41.685147,-87.6536595,"(41.685147000939736, -87.65365950000194)"
SR25-00197650,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/6/2025 9:35,2/6/2025 9:35,,12440 S PARNELL AVE,Chicago,Illinois,60628,12440,S,PARNELL,AVE,FALSE,FALSE,,,53,9,,O052,2,5,523,3,,9,5,2,1174838.053,1822236.311,41.667606,-87.6357855,"(41.6676060009397, -87.6357855000019)"
SR25-00339941,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/4/2025 10:42,3/4/2025 10:42,,12469 S WABASH AVE,Chicago,Illinois,60628,12469,S,WABASH,AVE,FALSE,FALSE,,,53,9,,P052,3,5,532,41,,10,3,3,1178903.654,1822020.313,41.666922,-87.620913,"(41.66692200093971, -87.62091300000189)"
SR24-02117763,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/19/2024 11:31,11/19/2024 11:32,,1249 W 72ND PL,Chicago,Illinois,60636,1249,W,72ND,PL,FALSE,FALSE,,,67,17,,M039,3,7,734,22,,11,3,11,1169051.559,1856627.034,41.762106,-87.6559725,"(41.762106000940044, -87.65597250000192)"
SR24-01623715,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/27/2024 7:01,8/27/2024 7:01,,12533 S LOWE AVE,Chicago,Illinois,60628,12533,S,LOWE,AVE,FALSE,FALSE,,,53,9,,O052,2,5,523,6,,7,3,8,1174337.436,1821648.481,41.666004,-87.637635,"(41.66600400093968, -87.63763500000191)"
SR25-00082750,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/16/2025 11:13,1/16/2025 11:13,,1255 W 108TH PL,,,,1255,W,108TH,PL,FALSE,FALSE,,,75,21,,M048,3,22,2234,47,,11,5,1,1169697.866,1832752.565,41.696577,-87.654294,"(41.69657700093979, -87.65429400000191)"
SR24-01627670,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,8/27/2024 14:30,8/27/2024 14:31,,1276 W 72ND PL,,,,1276,W,72ND,PL,FALSE,FALSE,,,67,17,,M039,3,7,734,22,,14,3,8,1168786.517,1856762.696,41.762484,-87.65694,"(41.76248400094003, -87.6569400000019)"
SR25-00151440,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/29/2025 13:13,1/29/2025 13:13,,12847 S HALSTED ST,Chicago,Illinois,60628,12847,S,HALSTED,ST,FALSE,FALSE,,,53,9,,O053,2,5,523,6,,13,4,1,1173452.445,1819463.645,41.660028,-87.640938,"(41.66002800093966, -87.64093800000192)"
SR25-00154136,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/29/2025 20:35,1/29/2025 20:36,,12905 S ESCANABA AVE,,,,12905,S,ESCANABA,AVE,FALSE,FALSE,,,55,10,,W053,3,4,433,24,,20,4,1,1197493.517,1819937.98,41.660766,-87.5529495,"(41.66076600093966, -87.5529495000019)"
SR25-00502794,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/30/2025 1:40,3/30/2025 1:40,,1311 E 71ST PL,,,,1311,E,71ST,PL,FALSE,FALSE,,,43,8,,T039,2,3,324,1,,1,1,3,1186259.057,1857782.291,41.764887,-87.592869,"(41.76488700094007, -87.5928690000019)"
SR25-00394824,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/12/2025 12:56,3/12/2025 12:56,,13120 S BUFFALO AVE,Chicago,Illinois,60633,13120,S,BUFFALO,AVE,FALSE,FALSE,,,55,10,,X054,3,4,433,5,,12,4,3,1200007.115,1818462.027,41.656653,-87.543801,"(41.65665300093965, -87.5438010000019)"
SR24-01488600,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,8/6/2024 9:51,8/6/2024 9:51,,1313 W 72ND ST,,,,1313,W,72ND,ST,FALSE,FALSE,,,67,17,,M039,3,7,734,22,,9,3,8,1168521.17,1856937.717,41.76297,-87.6579075,"(41.76297000094003, -87.65790750000193)"
SR25-00171836,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/2/2025 9:34,2/2/2025 9:34,,1315 E 75TH ST,Chicago,Illinois,60619,1315,E,75TH,ST,FALSE,FALSE,,,43,8,,T040,1,4,411,12,,9,1,2,1186370.493,1855392.297,41.758326,-87.592536,"(41.758326000940045, -87.5925360000019)"
SR24-01443107,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,7/30/2024 10:26,7/30/2024 10:26,,1322 W 72ND ST,Chicago,Illinois,60636,1322,W,72ND,ST,FALSE,FALSE,,,67,17,,M039,3,7,734,22,,10,3,7,1168414.405,1857087.746,41.763384,-87.6582945,"(41.76338400094003, -87.65829450000192)"
